status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
pending,Identifying Instances of Model Design Patterns and Antipatterns Using Model Clone Detection,Matthew Stephan; James R. Cordy,2015,2015 IEEE/ACM 7th International Workshop on Modeling in Software Engineering,10.1109/MiSE.2015.16,https://ieeexplore.ieee.org/document/7167402/,,"A hurdle in the growth of model driven software engineering is our ability to evaluate the quality of models automatically. One perspective is that software quality is a function of the existence, or lack thereof, of good and bad properties, also known as patterns and antipatterns, respectively. In this paper, we introduce the notion of using model clone detection to detect model pattern and antipattern instances by looking for models that are cross clones of pattern models. By detecting patterns at the model level, analysis is accomplished earlier in the engineering process, can be applied to primarily model-based projects, and remains at the same level of abstraction that engineers are used to. We outline the process of using model clone detection for this purpose, including representing the patterns and detection of instances. We present some Simulink examples of pattern representations and discuss future work and research in the area.","dblp, openalex, scopus, ieee",human,,human,
pending,Software code cloning detection and future scope development- Latest short review,Ritesh V. Patil; Lalit V. Patil; Sachin V. Shinde; S. D. Joshi,2014,International Conference on Recent Advances and Innovations in Engineering (ICRAIE-2014),10.1109/ICRAIE.2014.6909115,https://ieeexplore.ieee.org/document/6909115/,,"Recognition regarding code clones equivalent or similar source code fragments is of concern both to researchers along with to practitioners. An evaluation of the clone detection results for a single source code version gives a developer with details about a discrete state in the development of the software system. Nevertheless, tracing clones throughout several source code versions enables a clone analysis to take into consideration a temporal dimension. This kind of an analysis of clone evolution may be utilized to find out the patterns as well as characteristics displayed by clones as they evolve within a system. Developers may utilize the outcomes of this analysis to recognize the clones more thoroughly, which may guide them to handle the clones more consequentially. Hence, studies of clone evolution provide a important role in perceiving as well as handling concerns of cloning in software. This paper gives a systematic overview of the literature on clone evolution. Specifically, we give a complete analysis of 20 appropriate papers that we found as per our review protocol. The review outcomes are arranged to deal with three research questions. As a result of our outcomes to these questions, we provide the approaches that researchers have utilized to analyze clone evolution, the patterns that researchers have detected evolving clones to exhibit, as well as the data that researchers have established concerning the extent of conflicting adjustment gone through clones throughout software evolution. Overall, the review outcomes show that while researchers have carried out many bench marked studies of clone evolution, there are conflicts among the noted findings, specifically concerning the lifetimes of clone lineages as well as the persistence with which clones are modified throughout software evolution. We recognize human-based benchmarked studies along with classification of clone evolution patterns as two areas in specifically require of further work.","dblp, openalex, scopus, ieee",human,,human,
pending,Investigating Context Adaptation Bugs in Code Clones,Manishankar Mondal; Banani Roy; Chanchal K. Roy; Kevin A. Schneider,2019,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),10.1109/ICSME.2019.00026,https://ieeexplore.ieee.org/document/8919065/,,"The identical or nearly similar code fragments in a code-base are called code clones. There is a common belief that code cloning (copy/pasting code fragments) can introduce bugs in a software system if the copied code fragments are not properly adapted to their contexts (i.e., surrounding code). However, none of the existing studies have investigated whether such bugs are really present in code clones. We denote these bugs as Context Adaptation Bugs, or simply Context-Bugs, in our paper and investigate the extent to which they can be present in code clones. We define and automatically analyze two clone evolutionary patterns that indicate fixing of Context-Bugs. According to our analysis on thousands of revisions of six open-source subject systems written in Java, C, and C#, code cloning often introduces Context-Bugs in software systems. Around 50% of the clone related bug-fixes can occur for fixing Context-Bugs. Cloning (copy/pasting) a newly created code fragment (i.e., a code fragment that was not added in a former revision) is more likely to introduce Context-Bugs compared to cloning a preexisting fragment (i.e., a code fragment that was added in a former revision). Moreover, cloning across different files appears to have a significantly higher tendency of introducing Context-Bugs compared to cloning within the same file. Finally, Type 3 clones (gapped clones) have the highest tendency of containing Context-Bugs among the three major clone-types. Our findings can be important for early detection as well as removal of Context-Bugs in code clones.","dblp, openalex, scopus, ieee",human,,human,
pending,A Project on Software Defect Prevention at Commit-Time: A Success Story of University-Industry Research Collaboration,Wahab Hamou-Lhadj; Mathieu Nayrolles,2018,2018 IEEE/ACM 5th International Workshop on Software Engineering Research and Industrial Practice (SER&IP),,https://ieeexplore.ieee.org/document/8452768/,,"In this talk, we describe a research collaboration project between Concordia University and Ubisoft. The project consists of investigating techniques for defect prevention at commit-time for increased software quality. The outcome of this project is a tool called CLEVER (Combining Levels of Bug Prevention and Resolution techniques) that uses machine learning to automatically detect coding defects as programmers write code. The main novelty of CLEVER is that it relies on code matching techniques to detect coding mistakes based on a database of historical code defects found in multiple related projects. The tool also proposes fixes based on known patterns.","dblp, openalex, scopus, ieee",human,,human,
pending,Replacing Object-Oriented Design Patterns with Intrinsic Aspect-Oriented Design Patterns,Pavol Baca; Valentino Vranic,2011,2011 Second Eastern European Regional Conference on the Engineering of Computer Based Systems,10.1109/ECBS-EERC.2011.13,https://ieeexplore.ieee.org/document/6037510/,,"This paper shows how intrinsic aspect-oriented design patterns can be used to implement object-oriented design patterns in order to achieve better compos ability compared to both original implementations of object-oriented design patterns and their aspect-oriented reimplementations. Director, an aspect-oriented pattern known for its ability to replace a number of object-oriented patterns, owes its success to its obliviousness to the problems addressed by the patterns it can be used instead of. The paper proposes how two other intrinsic aspect-oriented patterns can be used as an alternative to object-oriented patterns: Worker Object Creation can be successfully used instead of Proxy, while Cuckoo's Egg can replace Singleton, Abstract Factory, and Flyweight. To check that these replacements are valid beyond their isolated application, a small study has been conducted in which a composition of Worker Object Creation and Cuckoo's Egg in place of the composition of the original object-oriented patterns Proxy, Singleton, Abstract Factory, and Flyweight has been used. To assess the implementation of intrinsic aspect-oriented patterns compared to object-oriented patterns they replace and their aspect-oriented reimplementations, software metrics relevant both to object-oriented and aspect-oriented code mainly with respect to separation of concerns have been applied.","dblp, openalex, scopus, ieee",human,,human,
pending,On Identifying Patterns in Code Repositories to Assist the Generation of Hardware Templates,Adriano Sanches; Joao M.P. Cardoso,2010,2010 International Conference on Field Programmable Logic and Applications,10.1109/FPL.2010.62,https://ieeexplore.ieee.org/document/5694261/,,"The identification of patterns on large repositories of code can be of paramount importance to guide the design of new hardware accelerators, to acquire the suitability of a certain hardware accelerator, and to generate application-specific architectures that maximize hardware reuse. This work intends to research and develop methods to both acquire the presence of a given pattern (map-suitability) and to identify common and highly similar patterns in code repositories (design-suggestions). The approach being proposed is based on a number of identification layers that refine the selections at each stage. We analyze two possible complementary options for a high-level layer. A first option is based on the representation of programs as a sequence of symbols and string matching and clustering algorithms are then used to expose similar patterns. A second option is based on tree matching techniques for identifying the presence of user's input patterns in the programs under inspection. We are evaluating our approach using the MiBench, MediaBench, UTDSP, and SNU code repositories. The results show the potential of our approach to identify approximate patterns that can be implemented by merging highly similar structures.","dblp, openalex, scopus, ieee",human,,human,
pending,Mining Coding Patterns to Detect Crosscutting Concerns in Java Programs,Takashi Ishio; Hironori Date; Tatsuya Miyake; Katsuro Inoue,2008,2008 15th Working Conference on Reverse Engineering,10.1109/WCRE.2008.28,https://ieeexplore.ieee.org/document/4656401/,,"A coding pattern is a frequent sequence of method calls and control statements to implement a particular behavior. Coding patterns include copy-and-pasted code, crosscutting concerns and implementation idioms. Duplicated code fragments and crosscutting concerns that spread across modules are problematic in software maintenance. In this paper, we propose a sequential pattern mining approach to capture coding patterns in Java programs. We have defined a set of rules to translate Java source code into a sequence database for pattern mining, and applied PrefixSpan algorithm to the sequence database. As a case study, we have applied our tool to six open-source programs and manually investigated the resultant patterns. We report coding patterns that are candidates of aspects and several logging patterns that are well-known crosscutting concerns but hard to modularize.","dblp, openalex, scopus, ieee",human,,human,
pending,Helping Mobile Software Code Reviewers: A Study of Bug Repair and Refactoring Patterns,Zhiyuan Chen,2016,2016 IEEE/ACM International Conference on Mobile Software Engineering and Systems (MOBILESoft),10.1145/2897073.2897130,https://ieeexplore.ieee.org/document/7832964/,,"Mobile Developers commonly spend a significant amount of time and effort on conducting code reviews on newly introduced and domain-specific practices, such as platform-specific feature addition, quality of service anti-pattern refactorings, and battery-related bug fixes. To address these problems, we conducted a large empirical study over the software change history of 318 open source projects and investigated platform-dependent code changes from open source projects. Our analysis focuses on what types of changes mobile application developers typically make and how they perceive, recall, and communicate changed and affected code. Our study required the development of an automated strategy to examine open source repositories and categorize platform-related refactoring edits, bug repairs, and API updates, mining 1,961,990 commit changes. Our findings call for the need to develop a new recommendation system aimed at efficiently identifying required changes such as bug fixes and refactorings during mobile application code reviews.","dblp, openalex, scopus, ieee",human,,human,
pending,Mining object-oriented design models for detecting identical design structures,Umut Tekin; Ural Erdemir; Feza Buzluca,2012,2012 6th International Workshop on Software Clones (IWSC),10.1109/IWSC.2012.6227865,https://ieeexplore.ieee.org/document/6227865/,,"The object-oriented design is the most popular design methodology of the last twenty-five years. Several design patterns and principles are defined to improve the design quality of object-oriented software systems. In addition, designers can use unique design motifs which are particular for the specific application domain. Another common habit is cloning and modifying some parts of the software while creating new modules. Therefore, object-oriented programs can include many identical design structures. This work proposes a sub-graph mining based approach to detect identical design structures in object-oriented systems. By identifying and analyzing these structures, we can obtain useful information about the design, such as commonly-used design patterns, most frequent design defects, domain-specific patterns, and design clones, which may help developers to improve their knowledge about the software architecture. Furthermore, problematic parts of frequent identical design structures are the appropriate refactoring opportunities because they affect multiple areas of the architecture. Experiments with several open-source projects show that we can successfully find many identical design structures in each project. We observe that usually most of the identical structures are an implementation of common design patterns; however we also detect various anti-patterns, domain-specific patterns, and design-level clones.","dblp, openalex, scopus, ieee",human,,human,
pending,Predicting Consistent Clone Change,Fanlong Zhang; Siau-Cheng Khoo; Xiaohong Su,2016,2016 IEEE 27th International Symposium on Software Reliability Engineering (ISSRE),10.1109/ISSRE.2016.11,https://ieeexplore.ieee.org/document/7774534/,,"Code clones, being an inevitable by-product of rapid software development, can impact software quality. The introduction of code clone groups and clone genealogies enable software developers to be aware of the presence of and changes to clones as a collective group, they also allow developers to understand how clone groups evolve throughout software life cycle. Due to similarity in codes within a clone group, a change in one piece of the code may require developers to make changes to other clones in the group. Failure in making consistent change to a clone group when necessary is commonly known as ""clone consistency-defect"", which can adversely impact software reliability. We propose an approach to predict clone consistency-requirement at the time when changes have been made to a clone group. Our predictor is a Bayesian network implemented in WEKA. We build a variant of clone genealogies to collect all consistent/inconsistent changes to clone groups, and extract three sets of attributes from clone groups as input for predicting consistent clone change. These three sets are: code attributes, context attributes and evolution attributes. We conduct experiments on three open source projects. These experiments show that our approach has high precision and recall in predicting clone consistency-requirement. This holistic approach can aid developers in maintaining code clone changes, and avoid potential clone consistency-defect, which can improve the software quality and reliability.","dblp, openalex, scopus, ieee",human,,human,
pending,Identify the Candidate Hunks Containing Statement Encapsulation Patterns,Yongsheng Yu; Chunhua Yang,2020,"2020 IEEE 4th Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)",10.1109/ITNEC48623.2020.9084962,https://ieeexplore.ieee.org/document/9084962/,,"Software version changes will result in the submission of a large number of change codes, and multiple change patterns are embedded in the change code. Identifying these change patterns helps to understand the details of the software changes. This paper examines the identification of candidate hunks for this change pattern in a common statement or sequence of statements moving to one or more different grammatical entities. For the existing code cloning tool Simian, the recognition rate of candidate hunk is not high for this statement encapsulation pattern. This paper proposes a candidate hunk recognition algorithm based on the longest common subsequence algorithm. The algorithm uses a text-based differential analysis tool to get the code change block hunk of the version before and after the code change. The candidate hunk is identified by combining the features of the statement encapsulation pattern candidate hunk. The algorithm was experimentally verified on four open source projects. Experimental results show that the algorithm has higher accuracy than Simian tools.","dblp, openalex, scopus, ieee",human,,human,
pending,Bug Propagation through Code Cloning: An Empirical Study,Manishankar Mondal; Chanchal K. Roy; Kevin A. Schneider,2017,2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),10.1109/ICSME.2017.33,https://ieeexplore.ieee.org/document/8094424/,,"Code clones are defined to be the identical or nearly similar code fragments in a code-base. According to a number of existing studies, code clones are directly related to bugs and inconsistencies in software systems. Code cloning (i.e., creating code clones) is suspected to propagate temporarily hidden bugs from one code fragment to another. However, there is no study on the intensity of bug-propagation through code cloning.In this paper we present our empirical study on bug-propagation through code cloning. We define two clone evolution patterns that reasonably indicate bug propagation through code cloning. We first identify code clones that experienced bug-fix changes by analyzing software evolution history, and then determine which of these code clones evolved following the bug propagation patterns. According to our study on thousands of commits of four open-source subject systems written in Java, up to 33% of the clone fragments that experience bug-fix changes can contain propagated bugs. Around 28.57% of the bug-fixes experienced by the code clones can occur for fixing propagated bugs. We also find that near-miss clones are primarily involved with bug-propagation rather than identical clones. The clone fragments involved with bug propagation are mostly method clones. Bug propagation is more likely to occur in the clone fragments that are created in the same commit operation rather than in different commits. Our findings are important for prioritizing code clones for refactoring and tracking from the perspective of bug propagation.","dblp, openalex, scopus, ieee",human,,human,
pending,ImageJ2: ImageJ for the next generation of scientific image data,Curtis Rueden; Johannes Schindelin; Mark Hiner; Barry E. DeZonia; Alison E. Walter; Ellen T. Arena; Kevin W. Eliceiri,2017,BMC Bioinformatics,10.1186/s12859-017-1934-z,https://openalex.org/W2580035316,,"BACKGROUND: ImageJ is an image analysis program extensively used in the biological sciences and beyond. Due to its ease of use, recordable macro language, and extensible plug-in architecture, ImageJ enjoys contributions from non-programmers, amateur programmers, and professional developers alike. Enabling such a diversity of contributors has resulted in a large community that spans the biological and physical sciences. However, a rapidly growing user base, diverging plugin suites, and technical limitations have revealed a clear need for a concerted software engineering effort to support emerging imaging paradigms, to ensure the software's ability to handle the requirements of modern science. RESULTS: We rewrote the entire ImageJ codebase, engineering a redesigned plugin mechanism intended to facilitate extensibility at every level, with the goal of creating a more powerful tool that continues to serve the existing community while addressing a wider range of scientific requirements. This next-generation ImageJ, called ""ImageJ2"" in places where the distinction matters, provides a host of new functionality. It separates concerns, fully decoupling the data model from the user interface. It emphasizes integration with external applications to maximize interoperability. Its robust new plugin framework allows everything from image formats, to scripting languages, to visualization to be extended by the community. The redesigned data model supports arbitrarily large, N-dimensional datasets, which are increasingly common in modern image acquisition. Despite the scope of these changes, backwards compatibility is maintained such that this new functionality can be seamlessly integrated with the classic ImageJ interface, allowing users and developers to migrate to these new methods at their own pace. CONCLUSIONS: Scientific imaging benefits from open-source programs that advance new method development and deployment to a diverse audience. ImageJ has continuously evolved with this idea in mind; however, new and emerging scientific requirements have posed corresponding challenges for ImageJ's development. The described improvements provide a framework engineered for flexibility, intended to support these requirements as well as accommodate future needs. Future efforts will focus on implementing new algorithms in this framework and expanding collaborations with other popular scientific software suites.","dblp, openalex, scopus, ieee",human,,human,
pending,Best Practices for Scientific Computing,Greg Wilson; D. A. Aruliah; C. Titus Brown; Neil Chue Hong; M. Ryleigh Davis; Richard Guy; Steven H. D. Haddock; Kathryn Huff; Ian M. Mitchell; Mark D. Plumbley; B. M. Waugh; Ethan P. White; Paul Wilson,2014,PLoS Biology,10.1371/journal.pbio.1001745,https://openalex.org/W2131966673,,"Scientists spend an increasing amount of time building and using software. However, most scientists are never taught how to do this efficiently. As a result, many are unaware of tools and practices that would allow them to write more reliable and maintainable code with less effort. We describe a set of best practices for scientific software development that have solid foundations in research and experience, and that improve scientists' productivity and the reliability of their software.","dblp, openalex, scopus, ieee",human,,human,
pending,Django Web Development Framework: Powering the Modern Web,Songtao Chen; Shahed Ahmmed; Karu Lal; Chunhua Deming,2020,American Journal of Trade and Policy,10.18034/ajtp.v7i3.675,https://openalex.org/W4388180165,,"Django is a web development framework that is both powerful and flexible, and it has become an essential component in developing modern web applications. This open-source Python framework is lauded for its pragmatic design, precise code, and extensive collection of built-in features that speed up the software development process. Django's foundation is built on the ""Don't Repeat Yourself"" (DRY) principle, which streamlines the development of complex web applications by reducing the required duplication. Its Model-View-Controller (MVC) architectural pattern enables a clear separation of concerns, simplifying both the process of creation and the maintenance of the system. Object-relational mapping, or ORM for short, is a mechanism that Django uses to simplify and streamline database interactions by doing away with the need to perform complicated SQL queries. This review attempt will serve as a jumping-off point for our Django journey. This study will help to get started with Django by offering an overview of the fundamental principles and processes to begin building web apps.","dblp, openalex, scopus, ieee",human,,human,
pending,Principle-Driven Self-Alignment of Language Models from Scratch with Minimal Human Supervision,Zhiqing Sun; Yikang Shen; Qinhong Zhou; Hongxin Zhang; Zhenfang Chen; David Cox; Yiming Yang; Chuang Gan,2023,arXiv (Cornell University),10.48550/arxiv.2305.03047,https://openalex.org/W4372283945,,"Recent AI-assistant agents, such as ChatGPT, predominantly rely on supervised fine-tuning (SFT) with human annotations and reinforcement learning from human feedback (RLHF) to align the output of large language models (LLMs) with human intentions, ensuring they are helpful, ethical, and reliable. However, this dependence can significantly constrain the true potential of AI-assistant agents due to the high cost of obtaining human supervision and the related issues on quality, reliability, diversity, self-consistency, and undesirable biases. To address these challenges, we propose a novel approach called SELF-ALIGN, which combines principle-driven reasoning and the generative power of LLMs for the self-alignment of AI agents with minimal human supervision. Our approach encompasses four stages: first, we use an LLM to generate synthetic prompts, and a topic-guided method to augment the prompt diversity; second, we use a small set of human-written principles for AI models to follow, and guide the LLM through in-context learning from demonstrations (of principles application) to produce helpful, ethical, and reliable responses to user's queries; third, we fine-tune the original LLM with the high-quality self-aligned responses so that the resulting model can generate desirable responses for each query directly without the principle set and the demonstrations anymore; and finally, we offer a refinement step to address the issues of overly-brief or indirect responses. Applying SELF-ALIGN to the LLaMA-65b base language model, we develop an AI assistant named Dromedary. With fewer than 300 lines of human annotations (including < 200 seed prompts, 16 generic principles, and 5 exemplars for in-context learning). Dromedary significantly surpasses the performance of several state-of-the-art AI systems, including Text-Davinci-003 and Alpaca, on benchmark datasets with various settings.","dblp, openalex, scopus, ieee",human,,human,
pending,Free and open source software for computational chemistry education,Susi Lehtola; Antti J. Karttunen,2022,Wiley Interdisciplinary Reviews Computational Molecular Science,10.1002/wcms.1610,https://openalex.org/W4220831522,,"Abstract After decades of waiting, computational chemistry for the masses is finally here. Our brief review on free and open source software (FOSS) packages points out the existence of software offering a wide range of functionality, all the way from approximate semiempirical calculations with tight‐binding density functional theory to sophisticated ab initio wave function methods such as coupled‐cluster theory, covering both molecular and solid‐state systems. Combined with the remarkable increase in the computing power of personal devices, which now rivals that of the fastest supercomputers in the world in the 1990s, we demonstrate that a decentralized model for teaching computational chemistry is now possible thanks to FOSS packages, enabling students to perform reasonable modeling on their own computing devices in the bring your own device (BYOD) scheme. FOSS software can be made trivially simple to install and keep up to date, eliminating the need for departmental support, and also enables comprehensive teaching strategies, as various algorithms' actual implementations can be used in teaching. We exemplify what kinds of calculations are feasible with four FOSS electronic structure programs, assuming only extremely modest computational resources, to illustrate how FOSS packages enable decentralized approaches to computational chemistry education within the BYOD scheme. FOSS also has further benefits driving its adoption: the open access to the source code of FOSS packages democratizes the science of computational chemistry, and FOSS packages can be used without limitation also beyond education, in academic and industrial applications, for example. This article is categorized under: Software > Quantum Chemistry","dblp, openalex, scopus, ieee",human,,human,
pending,Open source tools for measuring the Internal Quality of Java software products. A survey,P. Tomas; María José Escalona; M. Mejías,2013,Computer Standards & Interfaces,10.1016/j.csi.2013.08.006,https://openalex.org/W1994450991,,,"dblp, openalex, scopus, ieee",human,,human,
pending,The MOLGENIS toolkit: rapid prototyping of biosoftware at the push of a button,Morris A. Swertz; Martijn Dijkstra; Tomasz Adamusiak; Joeri K. van der Velde; Alexandros Kanterakis; Erik T Roos; Joris Lops; Guðmundur Á. Þórisson; Danny Arends; George Byelas; Juha Muilu; Anthony J. Brookes; E.O. de Brock; Ritsert C. Jansen; Helen Parkinson,2010,BMC Bioinformatics,10.1186/1471-2105-11-s12-s12,https://openalex.org/W2118147999,,"BACKGROUND: There is a huge demand on bioinformaticians to provide their biologists with user friendly and scalable software infrastructures to capture, exchange, and exploit the unprecedented amounts of new *omics data. We here present MOLGENIS, a generic, open source, software toolkit to quickly produce the bespoke MOLecular GENetics Information Systems needed. METHODS: The MOLGENIS toolkit provides bioinformaticians with a simple language to model biological data structures and user interfaces. At the push of a button, MOLGENIS' generator suite automatically translates these models into a feature-rich, ready-to-use web application including database, user interfaces, exchange formats, and scriptable interfaces. Each generator is a template of SQL, JAVA, R, or HTML code that would require much effort to write by hand. This 'model-driven' method ensures reuse of best practices and improves quality because the modeling language and generators are shared between all MOLGENIS applications, so that errors are found quickly and improvements are shared easily by a re-generation. A plug-in mechanism ensures that both the generator suite and generated product can be customized just as much as hand-written software. RESULTS: In recent years we have successfully evaluated the MOLGENIS toolkit for the rapid prototyping of many types of biomedical applications, including next-generation sequencing, GWAS, QTL, proteomics and biobanking. Writing 500 lines of model XML typically replaces 15,000 lines of hand-written programming code, which allows for quick adaptation if the information system is not yet to the biologist's satisfaction. Each application generated with MOLGENIS comes with an optimized database back-end, user interfaces for biologists to manage and exploit their data, programming interfaces for bioinformaticians to script analysis tools in R, Java, SOAP, REST/JSON and RDF, a tab-delimited file format to ease upload and exchange of data, and detailed technical documentation. Existing databases can be quickly enhanced with MOLGENIS generated interfaces using the 'ExtractModel' procedure. CONCLUSIONS: The MOLGENIS toolkit provides bioinformaticians with a simple model to quickly generate flexible web platforms for all possible genomic, molecular and phenotypic experiments with a richness of interfaces not provided by other tools. All the software and manuals are available free as LGPLv3 open source at http://www.molgenis.org.","dblp, openalex, scopus, ieee",human,,human,
pending,SEON: a pyramid of ontologies for software evolution and its applications,Michael Würsch; Giacomo Ghezzi; Matthias Hert; Gerald Reif; Harald C. Gall,2012,Computing,10.1007/s00607-012-0204-1,https://openalex.org/W2087421491,,,"dblp, openalex, scopus, ieee",human,,human,
pending,FrameNet II: Extended theory and practice,Josef Ruppenhofer; Michael Ellsworth; Miriam R. L. Petruck; Christopher R. Johnson; Jan Scheffczyk,2006,Publication Server of the Institute for German Language (Institute for German Language),,https://openalex.org/W2119325477,,"The understandings of ( 17) and ( 18) are clearly similar.However, there is a difference between the sentences in terms of the relative salience of the two frames, Mental property and Commerce sell.(17) mainly reports an event of selling whereas (18) focuses on the assessment of what the selling behavior says about the seller's mental abilities.The lie-test shows that this is so.If a speaker challenges (17) by saying That's a lie, the selling event is being contested, but if they challenge (18) in the same way, what's denied is the appropriateness of the assessment that it was wise to sell.This pragmatic difference fails to be captured by many current logical representation formalisms of adverb meanings, which suggest that the adverb has the clause in its scope.While FrameNet's practice of grouping the adjective and adverb in the same frame is in line with the logical-semantic similarity, it does not match the pragmatic-syntactic fact that the frame evoked by the syntactic head of the clause is more prominent.","dblp, openalex, scopus, ieee",human,,human,
pending,Designing Software Architecture to Support Continuous Delivery and DevOps: A Systematic Literature Review,Robin Bolscher; Maya Daneva,2019,,10.5220/0007837000270039,https://openalex.org/W2968843250,,"This paper presents a systematic literature review of software architecture approaches that support the implementation of Continuous Delivery (CD) and DevOps. Its goal is to provide an understanding of the state-of-the-art on the topic, which is informative for both researchers and practitioners. We found 17 characteristics of a software architecture that are beneficial for CD and DevOps adoption and identified ten potential software architecture obstacles in adopting CD and DevOps in the case of an existing software system. Moreover, our review indicated that micro-services are a dominant architectural style in this context. Our literature review has some implications: for researchers, it provides a map of the recent research efforts on software architecture in the CD and DevOps domain. For practitioners, it describes a set of software architecture principles that possibly can guide the process of creating or adapting software systems to fit in the CD and DevOps context.","dblp, openalex, scopus, ieee",human,,human,
pending,GenUI: interactive and extensible open source software platform for de novo molecular generation and cheminformatics,M. Sicho; Xuhan Liu; Daniel Svozil; Gerard J. P. van Westen,2021,Journal of Cheminformatics,10.1186/s13321-021-00550-y,https://openalex.org/W3202726775,,"Many contemporary cheminformatics methods, including computer-aided de novo drug design, hold promise to significantly accelerate and reduce the cost of drug discovery. Thanks to this attractive outlook, the field has thrived and in the past few years has seen an especially significant growth, mainly due to the emergence of novel methods based on deep neural networks. This growth is also apparent in the development of novel de novo drug design methods with many new generative algorithms now available. However, widespread adoption of new generative techniques in the fields like medicinal chemistry or chemical biology is still lagging behind the most recent developments. Upon taking a closer look, this fact is not surprising since in order to successfully integrate the most recent de novo drug design methods in existing processes and pipelines, a close collaboration between diverse groups of experimental and theoretical scientists needs to be established. Therefore, to accelerate the adoption of both modern and traditional de novo molecular generators, we developed Generator User Interface (GenUI), a software platform that makes it possible to integrate molecular generators within a feature-rich graphical user interface that is easy to use by experts of diverse backgrounds. GenUI is implemented as a web service and its interfaces offer access to cheminformatics tools for data preprocessing, model building, molecule generation, and interactive chemical space visualization. Moreover, the platform is easy to extend with customizable frontend React.js components and backend Python extensions. GenUI is open source and a recently developed de novo molecular generator, DrugEx, was integrated as a proof of principle. In this work, we present the architecture and implementation details of GenUI and discuss how it can facilitate collaboration in the disparate communities interested in de novo molecular generation and computer-aided drug discovery.","dblp, openalex, scopus, ieee",human,,human,
pending,L2 Pronunciation Tools: The Unrealized Potential of Prominent Computer-assisted Language Learning Software,Joan Palmiter Bajorek,2017,Issues and Trends in Educational Technology,10.2458/azu_itet_v5i1_bajorek,https://openalex.org/W2788625876,,"Hundreds of millions of language learners worldwide use and purchase language software that may not fully support their language development. This review of Rosetta Stone (Swad, 1992), Duolingo (Hacker, 2011), Babbel (Witte & Holl, 2016), and Mango Languages (Teshuba, 2016) examines the current state of second language (L2) pronunciation technology through the review of the pronunciation features of prominent computer-assisted language learning (CALL) software (Lotherington, 2016; McMeekin, 2014; Teixeira, 2014). The objective of the review is: 1) to consider which L2 pronunciation tools are evidence-based and effective for student development (Celce-Murcia, Brinton, & Goodwin, 2010); 2) to make recommendations for which of the tools analyzed in this review is the best for L2 learners and instructors today; and 3) to conceptualize features of the ideal L2 pronunciation software. This research is valuable to language learners, instructors, and institutions that are invested in effective contemporary software for L2 pronunciation development. This article considers the importance of L2 pronunciation, the evolution of the L2 pronunciation field in relation to the language classroom, contrasting viewpoints of theory and empirical evidence, the power of CALL software for language learners, and how targeted feedback of spoken production can support language learners. Findings indicate that the software reviewed provide insufficient feedback to learners about their speech and, thus, have unrealized potential. Specific recommendations are provided for design elements in future software, including targeted feedback, explicit instructions, sophisticated integration of automatic speech recognition, and better scaffolding of language content.","dblp, openalex, scopus, ieee",human,,human,
pending,Staying DRY with OO and FP,Tom VERHOEFF,2024,OLYMPIADS IN INFORMATICS,10.15388/ioi.2024.09,https://openalex.org/W4400658566,,"We discuss the coding principle Don’t Repeat Yourself (DRY) and compare various tactics to achieve DRY code, both in the context of object-oriented (OO) programming and functional programming (FP). Neither OO nor FP play a significant role in the International Olympiad in Informatics (IOI), but these paradigms are highly relevant in industry. This article aims to make clear that they offer useful computational insights that should appeal to talented students and that could somehow make their appearance in the IOI. We conclude with an AHA insight and some WET advice for talent development and programming contests.","dblp, openalex, scopus, ieee",human,,human,
pending,Unraveling Java's Prowess and Adaptable Architecture in Modern Software Development,Parikshith Reddy Baddam; Vishal Reddy Vadiyala; Upendar Rao Thaduri,2018,Global Disclosure of Economics and Business,10.18034/gdeb.v7i2.710,https://openalex.org/W4390451158,,"This research delves into the multifaceted landscape of the Java programming language, elucidating its fundamental strengths and adaptive architecture that have dominated the software development realm for nearly two decades. The study meticulously explores the objectives of deciphering Java's platform independence, leveraging its object-oriented paradigm, and evaluating its expansive ecosystem. By examining the findings related to Java's role in cross-platform development, web and mobile application development, enterprise software, and the Internet of Things (IoT), this research sheds light on the language's unparalleled versatility. The author's contribution lies in synthesizing a comprehensive overview of Java's features, from its robust security measures to its extensive standard library. This research underscores Java's pivotal role in shaping the ever-evolving landscape of software development and concludes with implications for future advancements in the field.","dblp, openalex, scopus, ieee",human,,human,
